timestamp,latitude,longitude,elevation_m
2026-09-20 07:00:00,42.135988715996604,-71.04476177409838,35.71
2026-09-20 07:00:05,42.136121165867856,-71.04479361337917,37.04
2026-09-20 07:00:10,42.13624914382296,-71.0447957720572,36.99
2026-09-20 07:00:15,42.13641536330573,-71.04478518857685,37.14
2026-09-20 07:00:20,42.13654824685346,-71.04478045504611,38.03
2026-09-20 07:00:25,42.13669507310534,-71.04480176374265,36.68
2026-09-20 07:00:30,42.136798115329235,-71.04480330815763,38.21
2026-09-20 07:00:35,42.136932454580204,-71.04477462437319,36.48
2026-09-20 07:00:40,42.13704213685334,-71.04478205279273,36.62
2026-09-20 07:00:45,42.13717368413514,-71.0448399402998,38.26
2026-09-20 07:00:50,42.137310849641736,-71.04485083990964,36.62
2026-09-20 07:00:55,42.13743529558157,-71.0448146326099,38.45
2026-09-20 07:01:00,42.137605923526856,-71.0448684712973,38.24
2026-09-20 07:01:05,42.13775710015592,-71.04488908424565,39.18
2026-09-20 07:01:10,42.13790313747368,-71.04491818656659,38.44
2026-09-20 07:01:15,42.13804082945261,-71.04494044032583,38.69
2026-09-20 07:01:20,42.138197927472206,-71.04496177840277,39.21
2026-09-20 07:01:25,42.138291835483805,-71.04495972709782,38.42
2026-09-20 07:01:30,42.13844067518653,-71.04498734337993,38.54
2026-09-20 07:01:35,42.13854278809428,-71.0449850192077,39.64
2026-09-20 07:01:40,42.138652992244225,-71.0450213636233,39.38
2026-09-20 07:01:45,42.1387850141567,-71.04506554658826,39.23
2026-09-20 07:01:50,42.13892991225761,-71.04511985913712,39.63
2026-09-20 07:01:55,42.139027523870666,-71.04520627640275,41.11
2026-09-20 07:02:00,42.13913737486049,-71.04523885377289,39.62
2026-09-20 07:02:05,42.13925884097068,-71.04522593003931,39.73
2026-09-20 07:02:10,42.13937432692907,-71.04525697200809,38.87
2026-09-20 07:02:15,42.139509859232895,-71.04528359743298,40.33
2026-09-20 07:02:20,42.13969573564008,-71.04534102446392,41.01
2026-09-20 07:02:25,42.13982184774682,-71.04539560928245,41.28
2026-09-20 07:02:30,42.13992479778654,-71.04541922895244,40.81
2026-09-20 07:02:35,42.140016235772684,-71.0454173112256,41.61
2026-09-20 07:02:40,42.1401262840677,-71.04543081480574,41.54
2026-09-20 07:02:45,42.14022373438901,-71.04546402766546,41.95
2026-09-20 07:02:50,42.140348349458556,-71.04551926018581,41.95
2026-09-20 07:02:55,42.14047212495549,-71.04557145428387,42.52
2026-09-20 07:03:00,42.14057735438498,-71.04565077481301,41.23
2026-09-20 07:03:05,42.14073016159812,-71.04575009218037,40.39
2026-09-20 07:03:10,42.140828894161466,-71.04584245515923,42.07
2026-09-20 07:03:15,42.14093914720138,-71.04590517646021,42.25
2026-09-20 07:03:20,42.14106370987761,-71.04597851287039,42.96
2026-09-20 07:03:25,42.14119262319324,-71.04608461606786,42.81
2026-09-20 07:03:30,42.141328480840976,-71.04615427614846,43.42
2026-09-20 07:03:35,42.14144699035743,-71.04623291597441,42.42
2026-09-20 07:03:40,42.14157707406623,-71.0463357296788,42.18
2026-09-20 07:03:45,42.14167273304185,-71.0464187648642,40.95
2026-09-20 07:03:50,42.14179883131087,-71.04650199206648,42.36
2026-09-20 07:03:55,42.14192395927869,-71.04659454802352,41.72
2026-09-20 07:04:00,42.142060324875494,-71.04664765600242,42.38
2026-09-20 07:04:05,42.14213339515883,-71.04677726709731,42.3
2026-09-20 07:04:10,42.14222068611971,-71.04691053402048,42.68
2026-09-20 07:04:15,42.142341240667136,-71.04699250095814,42.26
2026-09-20 07:04:20,42.14239269367805,-71.04707344236071,43.12
2026-09-20 07:04:25,42.142505170520316,-71.04714763944648,40.22
2026-09-20 07:04:30,42.14262800992229,-71.047248262896,42.58
2026-09-20 07:04:35,42.142717858023865,-71.04736033890289,43.41
2026-09-20 07:04:40,42.14280975145206,-71.04744965926201,43.96
2026-09-20 07:04:45,42.14288813945574,-71.04755187603452,43.06
2026-09-20 07:04:50,42.142976538738175,-71.04760262001422,43.83
2026-09-20 07:04:55,42.1430646398331,-71.04770445056725,42.62
2026-09-20 07:05:00,42.14314811855021,-71.04780043838441,42.49
2026-09-20 07:05:05,42.14322962564478,-71.04783070460937,42.91
2026-09-20 07:05:10,42.14331940403968,-71.04793309947806,42.47
2026-09-20 07:05:15,42.14340802646924,-71.04801688888213,41.84
2026-09-20 07:05:20,42.143538140145786,-71.04809958238265,42.04
2026-09-20 07:05:25,42.14362270564804,-71.04818130123705,41.54
2026-09-20 07:05:30,42.1437208360423,-71.04827600764439,42.83
2026-09-20 07:05:35,42.14379988844641,-71.0483745059161,42.39
2026-09-20 07:05:40,42.143877713029156,-71.0484767258764,42.07
2026-09-20 07:05:45,42.143932626447445,-71.04859810935586,41.87
2026-09-20 07:05:50,42.1439891544904,-71.04869680100606,42.69
2026-09-20 07:05:55,42.14405183553636,-71.0487515295018,42.87
2026-09-20 07:06:00,42.144140840841914,-71.04882913573712,41.3
2026-09-20 07:06:05,42.144246362011955,-71.04893196031831,41.13
2026-09-20 07:06:10,42.14429454083708,-71.04902130733333,42.87
2026-09-20 07:06:15,42.144366000317845,-71.04915754216378,40.96
2026-09-20 07:06:20,42.144420310865506,-71.04927876528322,42.44
2026-09-20 07:06:25,42.14449522666202,-71.04936905892473,43.24
2026-09-20 07:06:30,42.144595406384674,-71.04944615003546,43.18
2026-09-20 07:06:35,42.14466454558366,-71.0495842044014,42.41
2026-09-20 07:06:40,42.14474043012675,-71.04971570955044,42.32
2026-09-20 07:06:45,42.14484474773683,-71.04977759799561,43.48
2026-09-20 07:06:50,42.14492832533259,-71.04989581806144,39.74
2026-09-20 07:06:55,42.14498681392684,-71.04996926077114,41.16
2026-09-20 07:07:00,42.14506222754549,-71.05008657695342,42.14
2026-09-20 07:07:05,42.14511708622906,-71.05020384102463,41.11
2026-09-20 07:07:10,42.14519532152309,-71.05033670908422,42.29
2026-09-20 07:07:15,42.1452742475218,-71.05043743959216,41.19
2026-09-20 07:07:20,42.14531497108852,-71.05052810129548,41.24
2026-09-20 07:07:25,42.14538483142959,-71.05068314112508,40.83
2026-09-20 07:07:30,42.14544773452346,-71.05082099009955,40.54
2026-09-20 07:07:35,42.145522451219584,-71.05092611898502,40.43
2026-09-20 07:07:40,42.14560158752386,-71.05105982538538,40.99
2026-09-20 07:07:45,42.14567253871815,-71.05120403904505,40.06
2026-09-20 07:07:50,42.145726904988344,-71.05130923962281,41.35
2026-09-20 07:07:55,42.14580434556244,-71.05141277469295,41.01
2026-09-20 07:08:00,42.14584501464052,-71.0515583027985,41.27
2026-09-20 07:08:05,42.14587562779973,-71.05168706592,39.39
2026-09-20 07:08:10,42.14586811012338,-71.05185428020881,38.84
2026-09-20 07:08:15,42.145920776365244,-71.05201394985328,40.09
2026-09-20 07:08:20,42.14595738816503,-71.05214731805216,42.32
2026-09-20 07:08:25,42.14601669210814,-71.0522838661375,40.91
2026-09-20 07:08:30,42.146028118889205,-71.05244758924557,39.35
2026-09-20 07:08:35,42.146064284481085,-71.0526053432678,40.03
2026-09-20 07:08:40,42.14612111980708,-71.05277302045705,40.17
2026-09-20 07:08:45,42.14614714518213,-71.05290103548138,38.39
2026-09-20 07:08:50,42.14620015318315,-71.05309392648807,40.48
2026-09-20 07:08:55,42.14623283697394,-71.05326207637086,39.15
2026-09-20 07:09:00,42.146274501065115,-71.05345339662608,39.1
2026-09-20 07:09:05,42.14632718023136,-71.05358477848937,39.09
2026-09-20 07:09:10,42.14638555324871,-71.05377563423505,39.88
2026-09-20 07:09:15,42.146425664441345,-71.05391838150035,38.26
2026-09-20 07:09:20,42.146446600374674,-71.0540190125216,37.4
2026-09-20 07:09:25,42.146473182483476,-71.0541192453212,38.92
2026-09-20 07:09:30,42.14651993884518,-71.054312226493,36.92
2026-09-20 07:09:35,42.14653272401004,-71.054449868305,38.22
2026-09-20 07:09:40,42.1465607230114,-71.05462209384217,39.31
2026-09-20 07:09:45,42.146583264041716,-71.05480015917692,38.72
2026-09-20 07:09:50,42.14660998560064,-71.05495000037402,38.99
2026-09-20 07:09:55,42.14661751354317,-71.05506464810456,38.56
2026-09-20 07:10:00,42.14660708829257,-71.05519633470583,39.89
2026-09-20 07:10:05,42.14664193546771,-71.05536323702715,37.4
2026-09-20 07:10:10,42.14668411274064,-71.0554928091207,38.09
2026-09-20 07:10:15,42.146670695940635,-71.05570088787583,37.33
2026-09-20 07:10:20,42.14669838176234,-71.05586972608228,38.35
2026-09-20 07:10:25,42.146738715745585,-71.05604071824376,37.45
2026-09-20 07:10:30,42.14676806768069,-71.05618803857705,38.78
2026-09-20 07:10:35,42.14677610521295,-71.05634304840198,36.89
2026-09-20 07:10:40,42.14677237848415,-71.0564966456803,38.36
2026-09-20 07:10:45,42.14678739149153,-71.05665131976617,37.62
2026-09-20 07:10:50,42.14680427669153,-71.05680094206956,37.03
2026-09-20 07:10:55,42.1468167637141,-71.0569369914536,37.41
2026-09-20 07:11:00,42.14682241345441,-71.05708354090581,37.1
2026-09-20 07:11:05,42.14680890329023,-71.05724170810598,37.1
2026-09-20 07:11:10,42.14682358208903,-71.05738177883956,36.57
2026-09-20 07:11:15,42.14683779408694,-71.05751067406649,36.1
2026-09-20 07:11:20,42.146845281351226,-71.05767628014665,36.32
2026-09-20 07:11:25,42.146849587085455,-71.05782875574732,35.17
2026-09-20 07:11:30,42.14688331680576,-71.05794886389968,37.12
2026-09-20 07:11:35,42.14687033083981,-71.05812902709484,35.39
2026-09-20 07:11:40,42.14689340684981,-71.05823206986972,36.13
2026-09-20 07:11:45,42.14687543430197,-71.05841844317334,36.76
2026-09-20 07:11:50,42.14689228875433,-71.05857840423194,36.85
2026-09-20 07:11:55,42.14691017585719,-71.05875432602107,34.7
2026-09-20 07:12:00,42.146896633185875,-71.05884693268004,35.98
