timestamp,latitude,longitude,elevation_m
2026-09-19T08:12:00,42.3475000,-71.0950000,42.00
2026-09-19T08:12:05,42.3474874,-71.0948771,41.94
2026-09-19T08:12:10,42.3474708,-71.0947439,41.99
2026-09-19T08:12:15,42.3474520,-71.0945554,41.99
2026-09-19T08:12:20,42.3474649,-71.0943829,41.98
2026-09-19T08:12:25,42.3474713,-71.0942443,41.97
2026-09-19T08:12:30,42.3474665,-71.0940868,41.95
2026-09-19T08:12:35,42.3474529,-71.0939264,41.93
2026-09-19T08:12:40,42.3474392,-71.0937783,41.98
2026-09-19T08:12:45,42.3474308,-71.0936033,42.03
2026-09-19T08:12:50,42.3474033,-71.0934816,42.11
2026-09-19T08:12:55,42.3473725,-71.0933389,42.21
2026-09-19T08:13:00,42.3473454,-71.0931772,42.18
2026-09-19T08:13:05,42.3473149,-71.0929998,42.12
2026-09-19T08:13:10,42.3473204,-71.0928425,42.15
2026-09-19T08:13:15,42.3472860,-71.0926829,42.12
2026-09-19T08:13:20,42.3472486,-71.0925159,42.20
2026-09-19T08:13:25,42.3472593,-71.0923918,42.29
2026-09-19T08:13:30,42.3472649,-71.0922238,42.22
2026-09-19T08:13:35,42.3472588,-71.0920676,42.19
2026-09-19T08:13:40,42.3472466,-71.0919152,42.16
2026-09-19T08:13:45,42.3472238,-71.0917664,42.22
2026-09-19T08:13:50,42.3472167,-71.0915864,42.20
2026-09-19T08:13:55,42.3472120,-71.0914345,42.17
2026-09-19T08:14:00,42.3471888,-71.0912650,42.15
2026-09-19T08:14:05,42.3471963,-71.0911135,42.12
2026-09-19T08:14:10,42.3471872,-71.0909438,42.26
2026-09-19T08:14:15,42.3471723,-71.0908038,42.39
2026-09-19T08:14:20,42.3471859,-71.0906579,42.53
2026-09-19T08:14:25,42.3471579,-71.0905184,42.61
2026-09-19T08:14:30,42.3471709,-71.0903557,42.67
2026-09-19T08:14:35,42.3472008,-71.0902030,42.75
2026-09-19T08:14:40,42.3471826,-71.0900361,42.83
2026-09-19T08:14:45,42.3471938,-71.0898830,42.88
2026-09-19T08:14:50,42.3471950,-71.0896930,42.91
2026-09-19T08:14:55,42.3472161,-71.0895574,42.96
2026-09-19T08:15:00,42.3472029,-71.0894115,42.92
2026-09-19T08:15:05,42.3471775,-71.0892736,42.87
2026-09-19T08:15:10,42.3471451,-71.0890945,42.90
2026-09-19T08:15:15,42.3470982,-71.0889569,42.87
2026-09-19T08:15:20,42.3470986,-71.0887997,42.89
2026-09-19T08:15:25,42.3470960,-71.0886293,42.94
2026-09-19T08:15:30,42.3470982,-71.0884998,43.00
2026-09-19T08:15:35,42.3470996,-71.0883279,43.06
2026-09-19T08:15:40,42.3471014,-71.0881875,43.15
2026-09-19T08:15:45,42.3471147,-71.0880505,43.22
2026-09-19T08:15:50,42.3471218,-71.0878767,43.29
2026-09-19T08:15:55,42.3471213,-71.0876791,43.42
2026-09-19T08:16:00,42.3471210,-71.0875251,43.47
2026-09-19T08:16:05,42.3471213,-71.0873718,43.47
2026-09-19T08:16:10,42.3471081,-71.0872115,43.54
2026-09-19T08:16:15,42.3471206,-71.0870803,43.53
2026-09-19T08:16:20,42.3470705,-71.0869388,43.63
2026-09-19T08:16:25,42.3470431,-71.0867437,43.67
2026-09-19T08:16:30,42.3469951,-71.0865826,43.83
2026-09-19T08:16:35,42.3469429,-71.0864393,43.85
2026-09-19T08:16:40,42.3468992,-71.0862992,43.96
2026-09-19T08:16:45,42.3468598,-71.0861544,44.04
2026-09-19T08:16:50,42.3467917,-71.0859968,44.09
2026-09-19T08:16:55,42.3467214,-71.0858430,44.07
2026-09-19T08:17:00,42.3466714,-71.0857389,44.11
2026-09-19T08:17:05,42.3466006,-71.0856558,44.28
2026-09-19T08:17:10,42.3465473,-71.0854908,44.35
2026-09-19T08:17:15,42.3464636,-71.0853539,44.35
2026-09-19T08:17:20,42.3463683,-71.0852404,44.40
2026-09-19T08:17:25,42.3462881,-71.0851483,44.49
2026-09-19T08:17:30,42.3462262,-71.0850024,44.60
2026-09-19T08:17:35,42.3461640,-71.0848828,44.69
2026-09-19T08:17:40,42.3461155,-71.0847266,44.78
